HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00291/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00291/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: ModNation™ Racers
LDR: ! Serial: NPEA00291
LDR: ! Elf path: /dev_hdd0/game/NPEA00291/USRDIR/BOOT.BIN
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xdd6c380000, g_priv_addr = 0xde6c380000
MEM: ! Memory initialized.
LDR: W Unknown module 'cellJpgEnc'
LDR: ! Imported function 'sceNpCommerce2GetGameProductInfo' in 'sceNpCommerce2' module (0xd5659c)
LDR: ! Imported function 'sceNpCommerce2DestroyGetProductInfoResult' in 'sceNpCommerce2' module (0xd565d4)
LDR: ! Imported function 'sceNpCommerce2InitGetProductInfoResult' in 'sceNpCommerce2' module (0xd5660c)
LDR: ! Imported function 'sceNpCommerce2GetCategoryInfoFromContentInfo' in 'sceNpCommerce2' module (0xd56644)
LDR: W Unknown module 'cellSsl'
LDR: E Unimplemented function 'cellSslEnd' in 'cellSsl' module (0xd5667c)
LDR: E Unimplemented function 'cellSslCertificateLoader' in 'cellSsl' module (0xd566b4)
LDR: E Unimplemented function 'cellSslInit' in 'cellSsl' module (0xd566ec)
LDR: W Unknown module 'cellHttp'
LDR: E Unimplemented function 'cellHttpInit' in 'cellHttp' module (0xd56724)
LDR: E Unimplemented function 'cellHttpsInit' in 'cellHttp' module (0xd5675c)
LDR: E Unimplemented function 'cellHttpEndCookie' in 'cellHttp' module (0xd56794)
LDR: E Unimplemented function 'cellHttpInitCookie' in 'cellHttp' module (0xd567cc)
LDR: E Unimplemented function 'cellHttpEnd' in 'cellHttp' module (0xd56804)
LDR: E Unimplemented function 'cellHttpsEnd' in 'cellHttp' module (0xd5683c)
LDR: W Unknown module 'cellOskExtUtility'
LDR: E Unimplemented function 'cellOskDialogExtRegisterConfirmWordFilterCallback' in 'cellOskExtUtility' module (0xd56874)
LDR: E Unimplemented function 'cellFontGetKerning' in 'cellFont' module (0xd568ac)
LDR: ! Imported function 'cellFontOpenFontFile' in 'cellFont' module (0xd568e4)
LDR: ! Imported function 'cellFontGetHorizontalLayout' in 'cellFont' module (0xd5691c)
LDR: ! Imported function 'cellFontSetScalePixel' in 'cellFont' module (0xd56954)
LDR: ! Imported function 'cellFontEndLibrary' in 'cellFont' module (0xd5698c)
LDR: ! Imported function 'cellFontEnd' in 'cellFont' module (0xd569c4)
LDR: ! Imported function 'cellFontOpenFontMemory' in 'cellFont' module (0xd569fc)
LDR: ! Imported function 'cellFontOpenFontset' in 'cellFont' module (0xd56a34)
LDR: ! Imported function 'cellFontCloseFont' in 'cellFont' module (0xd56a6c)
LDR: ! Imported function 'cellFontGenerateCharGlyph' in 'cellFont' module (0xd56aa4)
LDR: ! Imported function 'cellFontDeleteGlyph' in 'cellFont' module (0xd56adc)
LDR: ! Imported function 'cellFontGetCharGlyphMetrics' in 'cellFont' module (0xd56b14)
LDR: ! Imported function 'cellFontInitializeWithRevision' in 'cellFont' module (0xd56b4c)
LDR: ! Imported function 'cellFontInitLibraryFreeTypeWithRevision' in 'cellFontFT' module (0xd56b84)
LDR: ! Imported function 'sys_lwmutex_lock' in 'sysPrxForUser' module (0xd56bbc)
LDR: ! Imported function 'sys_lwmutex_unlock' in 'sysPrxForUser' module (0xd56bf4)
LDR: ! Imported function 'sys_ppu_thread_create' in 'sysPrxForUser' module (0xd56c2c)
LDR: ! Imported function '_sys_process_atexitspawn' in 'sysPrxForUser' module (0xd56c64)
LDR: ! Imported function 'sys_lwmutex_create' in 'sysPrxForUser' module (0xd56c9c)
LDR: ! Imported function 'sys_ppu_thread_get_id' in 'sysPrxForUser' module (0xd56cd4)
LDR: ! Imported function 'sys_prx_register_library' in 'sysPrxForUser' module (0xd56d0c)
LDR: ! Imported function '_sys_spu_printf_initialize' in 'sysPrxForUser' module (0xd56d44)
LDR: ! Imported function 'sys_initialize_tls' in 'sysPrxForUser' module (0xd56d7c)
LDR: ! Imported function 'sys_time_get_system_time' in 'sysPrxForUser' module (0xd56db4)
LDR: ! Imported function '_sys_process_at_Exitspawn' in 'sysPrxForUser' module (0xd56dec)
LDR: ! Imported function 'sys_prx_exitspawn_with_level' in 'sysPrxForUser' module (0xd56e24)
LDR: ! Imported function 'sys_ppu_thread_once' in 'sysPrxForUser' module (0xd56e5c)
LDR: ! Imported function 'sys_lwmutex_trylock' in 'sysPrxForUser' module (0xd56e94)
LDR: ! Imported function 'sys_ppu_thread_exit' in 'sysPrxForUser' module (0xd56ecc)
LDR: ! Imported function 'sys_lwmutex_destroy' in 'sysPrxForUser' module (0xd56f04)
LDR: ! Imported function '_sys_spu_printf_finalize' in 'sysPrxForUser' module (0xd56f3c)
LDR: ! Imported function 'sys_process_exit' in 'sysPrxForUser' module (0xd56f74)
LDR: ! Imported function 'cellVoiceStart' in 'cellVoice' module (0xd57c94)
LDR: ! Imported function 'cellVoiceDisconnectIPortFromOPort' in 'cellVoice' module (0xd57ccc)
LDR: ! Imported function 'cellVoiceCreateNotifyEventQueue' in 'cellVoice' module (0xd57d04)
LDR: ! Imported function 'cellVoiceCreatePort' in 'cellVoice' module (0xd57d3c)
LDR: ! Imported function 'cellVoiceSetNotifyEventQueue' in 'cellVoice' module (0xd57d74)
LDR: ! Imported function 'cellVoiceReadFromOPort' in 'cellVoice' module (0xd57dac)
LDR: ! Imported function 'cellVoiceWriteToIPort' in 'cellVoice' module (0xd57de4)
LDR: ! Imported function 'cellVoiceGetPortInfo' in 'cellVoice' module (0xd57e1c)
LDR: ! Imported function 'cellVoiceGetVolume' in 'cellVoice' module (0xd57e54)
LDR: ! Imported function 'cellVoiceSetPortAttr' in 'cellVoice' module (0xd57e8c)
LDR: ! Imported function 'cellVoiceDeletePort' in 'cellVoice' module (0xd57ec4)
LDR: ! Imported function 'cellVoiceConnectIPortToOPort' in 'cellVoice' module (0xd57efc)
LDR: ! Imported function 'cellVoiceInit' in 'cellVoice' module (0xd57f34)
LDR: ! Imported function 'cellVoiceSetVolume' in 'cellVoice' module (0xd57f6c)
LDR: ! Imported function 'cellVoiceRemoveNotifyEventQueue' in 'cellVoice' module (0xd57fa4)
LDR: ! Imported function 'cellVoiceEnd' in 'cellVoice' module (0xd57fdc)
LDR: ! Imported function 'cellAudioInit' in 'cellAudio' module (0xd58014)
LDR: ! Imported function 'cellAudioPortClose' in 'cellAudio' module (0xd5804c)
LDR: ! Imported function 'cellAudioSetPortLevel' in 'cellAudio' module (0xd58084)
LDR: ! Imported function 'cellAudioPortStop' in 'cellAudio' module (0xd580bc)
LDR: ! Imported function 'cellAudioGetPortConfig' in 'cellAudio' module (0xd580f4)
LDR: ! Imported function 'cellAudioPortStart' in 'cellAudio' module (0xd5812c)
LDR: ! Imported function 'cellAudioQuit' in 'cellAudio' module (0xd58164)
LDR: ! Imported function 'cellAudioPortOpen' in 'cellAudio' module (0xd5819c)
HLE: ! sysPrxForUser: Thread Local Storage initialized (g_tls_start=0x15f2000, user_size=0x210)
*** TLS segment addr: 0x00efb724
*** TLS segment size: 0x00000004
LDR: E 'BreakPoints.dat' is broken (version=0xdb10, break_count=0x0, marked_count=0x93173968, length=0x6)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15be5d8, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x0096f680]} sys_memory: sys_memory_get_user_memory_size(mem_info_addr=0xd003fc04)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15be3e0, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd730, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd758, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd780, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd668, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd690, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd6b8, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd6e0, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15bd708, attr=*0xe26250)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x13f3de0, attr=*0xd003fbb0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x142a638, attr=*0xd003fbb0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x142a610, attr=*0xd003fbd0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x142a5e8, attr=*0xd003fbd0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15be720, attr=*0x13f3d18)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15be6e0, attr=*0x13f3d28)
HLE: W {PPU[0x1] Thread (main_thread)[0x00983bc8]} sys_mutex: sys_mutex_create(mutex_id=*0xd003fac0, attr=*0xd003fac8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00983bc8]} sys_mutex: sys_mutex_create(mutex_id=*0xd003fac0, attr=*0xd003fac8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15eadb0, attr=*0xd003fbc0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x157b840, attr=*0xd003fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x157b7b8, attr=*0xd003fbf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x157b7a0, attr=*0xd003fbf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x15630a8, attr=*0xd003fbd0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155e9d0, attr=*0xd003fbf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155e9a0, attr=*0xd003fbf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155e8f8, attr=*0xd003fbd0)
HLE: W {PPU[0x1] Thread (main_thread)[0x007c8b10]} sys_memory: sys_memory_get_user_memory_size(mem_info_addr=0xd003f9d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefdd30, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefddb0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefde30, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefdeb0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefdf30, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefdfb0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe030, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe0b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe130, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe1b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe230, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe2b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe330, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe3b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe430, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe4b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe530, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe5b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe630, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe6b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe730, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe7b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe830, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe8b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe930, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefe9b0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefea30, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefeab0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefeb30, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefebb0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefec30, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefecb0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefed38, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0xefed88, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae3f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae470, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae4f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae570, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae5f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae670, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae6f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae770, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae7f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae870, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae8f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae970, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14ae9f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aea70, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aeaf0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aeb70, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aebf0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aec70, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aecf0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aed70, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aedf0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aee70, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aeef0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aef70, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14aeff0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af070, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af0f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af170, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af1f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af270, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af2f0, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af370, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af3f8, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14af448, attr=*0xd003f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155c9e0, attr=*0xd003fbe0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155c978, attr=*0xd003fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155c9a8, attr=*0xd003fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155c0a0, attr=*0xd003fb00)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155c0d0, attr=*0xd003fb00)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1547808, attr=*0xd003fb70)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1549ca0, attr=*0xd003fb70)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x155bfa0, attr=*0xd003fb70)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1507818, attr=*0xd003fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14f8ee8, attr=*0xd003fb70)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14f8f18, attr=*0xd003fb70)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14f90f8, attr=*0xd003fb70)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x21b02150, attr=*0xd003fac0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14b5360, attr=*0xd003fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14b61a0, attr=*0xd003fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x21b080a8, attr=*0xd003f820)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x21b080d8, attr=*0xd003f820)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x21b08108, attr=*0xd003f820)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x21b08070, entry=0xee3c20, arg=0x21b08060, prio=1005, stacksize=0x8000, flags=0x1, threadname=*0xd71c30)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x21b08070, param=*0xd003f7b8, arg=0x21b08060, unk=0x0, prio=1005, stacksize=0x8000, flags=0x1, threadname=*0xd71c30)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x73)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x142cbc8, attr=*0xd003f9d0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14a2af8, attr=*0xd003faf0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1459db8, attr=*0xd003fb00)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c9c]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x14382a0, attr=*0xd003fab0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00d56c2c]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x14382e0, entry=0xee3c20, arg=0x14382d0, prio=1005, stacksize=0x8000, flags=0x1, threadname=*0xd6cf00)
