HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00280/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00280/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Shadow of the Colossus™ (PlayStation®Store)
LDR: ! Serial: NPEA00280
LDR: ! Elf path: /dev_hdd0/game/NPEA00280/USRDIR/BOOT.BIN
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xd04e00000, g_priv_addr = 0xe04e00000
MEM: ! Memory initialized.
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebf54]} cellSysmodule: cellSysmoduleLoadModule(id=0x0016: CELL_SYSMODULE_SYSUTIL_NP)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebf54]} cellSysmodule: cellSysmoduleLoadModule(id=0xf035: CELL_SYSMODULE_SYSUTIL_NP_TROPHY)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebf54]} cellSysmodule: cellSysmoduleLoadModule(id=0x0024: CELL_SYSMODULE_VDEC_MPEG2)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebf54]} cellSysmodule: cellSysmoduleLoadModule(id=0x0031: CELL_SYSMODULE_AVCONF_EXT)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ec254]} sceNp: sceNpInit(mem_size=0x20000, mem_addr=0x20000e80)
HLE: W {PPU[0x1] Thread (main_thread)[0x003108dc]} sys_memory: sys_memory_container_create(cid_addr=0x20000e70, yield_size=0x100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x003108dc]} sys_memory: *** memory_container created(addr=0xffffffff20100000): id = 26
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebf54]} cellSysmodule: cellSysmoduleLoadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ec3f4]} cellGame: cellGameBootCheck(type=*0xd000f8d0, attributes=*0xd000f8d4, size=*0xd000f8d8, dirName=*0xd000f8e8)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ec394]} cellGame: cellGameGetParamString(id=100, buf=*0xd000f8e8, bufsize=10)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ec3b4]} cellGame: cellGameContentPermit(contentInfoPath=*0xd000f8e8, usrdirPath=*0x758c80)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ec3b4]} cellGame: cellGameContentPermit(): path_set=1, contentInfo='/dev_hdd0/game/NPEA00280', usrdir='/dev_hdd0/game/NPEA00280/USRDIR'
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebf34]} cellSysmodule: cellSysmoduleUnloadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebff4]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: W {PPU[0x1] Thread (main_thread)[0x0019ca98]} sys_event: sys_event_port_create(eport_id=*0x154c91c, port_type=1, name=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x0019cac4]} sys_event: sys_event_queue_create(equeue_id=*0x154c920, attr=*0xd000f990, event_queue_key=0x0, size=32)
HLE: W {PPU[0x1] Thread (main_thread)[0x0019cad4]} sys_event: sys_event_port_connect_local(eport_id=0x1b, equeue_id=0x1c)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eca14]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x154c928, entry=0x71ce58, arg=0x0, prio=1001, stacksize=0x8000, flags=0x1, threadname=*0x6be940)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eca14]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x154c928, param=*0xd000f918, arg=0x0, unk=0x0, prio=1001, stacksize=0x8000, flags=0x1, threadname=*0x6be940)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eca14]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x1d)
HLE: W {PPU[0x1d] Thread (BPETrophyInitThread)[0x004ebf54]} cellSysmodule: cellSysmoduleLoadModule(id=0xf035: CELL_SYSMODULE_SYSUTIL_NP_TROPHY)
HLE: W {PPU[0x1d] Thread (BPETrophyInitThread)[0x004ec374]} sceNpTrophy: sceNpTrophyCreateContext(context_addr=0x154c930, commID_addr=0x4ee410, commSign_addr=0x4ee41c, options=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x0030ee34]} sys_spu: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ecbd4]} sysPrxForUser: sys_ppu_thread_once(once_ctrl=*0x16f4ab4, init=*0x72c470)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eca94]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16f4680, attr=*0xd000f660)
HLE: W {PPU[0x1] Thread (main_thread)[0x0044a04c]} sys_event: sys_event_queue_create(equeue_id=*0x16f469c, attr=*0xd000f750, event_queue_key=0x0, size=127)
HLE: W {PPU[0x1] Thread (main_thread)[0x0044a070]} sys_event: sys_event_port_create(eport_id=*0x16f46a0, port_type=1, name=0xffffffff0000dead)
HLE: W {PPU[0x1] Thread (main_thread)[0x0044a08c]} sys_event: sys_event_port_connect_local(eport_id=0x20, equeue_id=0x1f)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eca14]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x16f46a8, entry=0x72c468, arg=0x0, prio=10, stacksize=0x1000, flags=0x1, threadname=*0x6cbee0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eca14]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x16f46a8, param=*0xd000f6d8, arg=0x0, unk=0x0, prio=10, stacksize=0x1000, flags=0x1, threadname=*0x6cbee0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eca14]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x21)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ecaf4]} sysPrxForUser: _sys_spu_printf_initialize(agcb=*0x72c450, dgcb=*0x72c448, atcb=*0x72c440, dtcb=*0x72c438)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebbd4]} cellSpurs: _cellSpursAttributeInitialize(attr_addr=0xd000f810, revision=2, sdkVersion=0x330000, nSpus=5, spuPriority=100, ppuPriority=10, exitIfNoWork=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebc34]} cellSpurs: cellSpursAttributeSetSpuThreadGroupType(attr_addr=0xd000f810, type=24)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eb9b4]} cellSpurs: cellSpursAttributeSetNamePrefix(attr_addr=0xd000f810, prefix_addr=0xd000f800, size=8)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eb9d4]} cellSpurs: cellSpursAttributeEnableSpuPrintfIfAvailable(attr_addr=0xd000f810)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba54]} cellSpurs: cellSpursInitializeWithAttribute2(spurs_addr=0x20020f00, attr_addr=0xd000f810)
HLE: E {PPU[0x1d] Thread (BPETrophyInitThread)[0x004ec294]} sceNpTrophy TODO: sceNpTrophyCreateHandle(handle_addr=0x154c934)
HLE: W {PPU[0x1d] Thread (BPETrophyInitThread)[0x004ec2b4]} sceNpTrophy: sceNpTrophyGetRequiredDiskSpace(context=0x1, handle=0x0, reqspace_addr=0x154c910, options=0x0)
HLE: E {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu TODO: Unsupported SPU Thread Group type (0x18)
HLE: E {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1d] Thread (BPETrophyInitThread)[0x004eca14]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0xd0027d10, entry=0x71cc98, arg=0x154146c, prio=1001, stacksize=0x4000, flags=0x0, threadname=*0x6be7e0)
HLE: W {PPU[0x1d] Thread (BPETrophyInitThread)[0x004eca14]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0xd0027d10, param=*0xd0027c98, arg=0x154146c, unk=0x0, prio=1001, stacksize=0x4000, flags=0x0, threadname=*0x6be7e0)
HLE: E {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1d] Thread (BPETrophyInitThread)[0x004eca14]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x45)
HLE: E {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x45] Thread (AUTO_LOAD)[0x004ec1b4]} cellSysutil: cellSaveDataAutoLoad2(version=0, dirName=*0x15414c0, errDialog=0, setBuf=*0xd002fce0, funcStat=*0x71cc58, funcFile=*0x0, container=0xffffffff, userdata=*0x0)
G: W {PPU[0x45] Thread (AUTO_LOAD)[0x004ec1b4]} fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/savedata/BCES01097_ICO/PARAM.SFO', 0x1) failed: error 0x3
HLE: E {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: E {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00449c58]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0x43, eq=0x1f, req=0x2, spup=*0xd000f6f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0x43, eq=0x4c, req=0xffffffffffff0000, spup=*0x20020fc9)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_event: sys_event_port_connect_local(eport_id=0x4d, equeue_id=0x4c)
HLE: W {PPU[0x4e] Thread (BP_Main)[0x00000000]} sys_spu: sys_spu_thread_group_start(id=0x43)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu: sys_spu_thread_group_connect_event(id=0x43, eq=0x4c, et=2)
HLE: W {PPU[0x4e] Thread (BP_Main)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0x43, cause=*0x0, status=*0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebbd4]} cellSpurs: _cellSpursAttributeInitialize(attr_addr=0xd000f810, revision=2, sdkVersion=0x330000, nSpus=1, spuPriority=100, ppuPriority=10, exitIfNoWork=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eb9b4]} cellSpurs: cellSpursAttributeSetNamePrefix(attr_addr=0xd000f810, prefix_addr=0xd000f800, size=10)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eb9d4]} cellSpurs: cellSpursAttributeEnableSpuPrintfIfAvailable(attr_addr=0xd000f810)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba54]} cellSpurs: cellSpursInitializeWithAttribute2(spurs_addr=0x20022f80, attr_addr=0xd000f810)
HLE: E {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu TODO: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00449c58]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0x71, eq=0x1f, req=0x2, spup=*0xd000f6f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0x71, eq=0x75, req=0xffffffffffff0000, spup=*0x20023049)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_event: sys_event_port_connect_local(eport_id=0x76, equeue_id=0x75)
HLE: W {PPU[0x77] Thread (BP_System)[0x00000000]} sys_spu: sys_spu_thread_group_start(id=0x71)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba54]} sys_spu: sys_spu_thread_group_connect_event(id=0x71, eq=0x75, et=2)
HLE: W {PPU[0x77] Thread (BP_System)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0x71, cause=*0x0, status=*0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eb914]} cellFs: cellFsAioInit(mount_point=*0x758d00)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eb914]} cellFs: *** mount_point = '/dev_hdd0/game/NPEA00280/USRDIR/SHADOW/'
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebf54]} cellSysmodule: cellSysmoduleLoadModule(id=0x0050: CELL_SYSMODULE_SPURS_JQ)
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebd94]} cellSpursJq error: cellSpursJobQueueAttributeInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebe74]} cellSpursJq error: cellSpursJobQueueAttributeSetGrabParameters
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebd74]} cellSpursJq error: cellSpursJobQueueAttributeSetMaxSizeJobDescriptor
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebd54]} cellSpursJq error: cellSpursJobQueueAttributeSetSubmitWithEntryLock
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebd34]} cellSpursJq error: cellSpursJobQueueAttributeSetDoBusyWaiting
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebef4]} cellSpursJq error: cellSpursJobQueueAttributeSetIsHaltOnError
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebdb4]} cellSpursJq error: cellSpursJobQueueAttributeSetIsJobTypeMemoryCheck
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebeb4]} cellSpursJq error: _cellSpursCreateJobQueue
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebe94]} cellSpursJq error: cellSpursJobQueuePort2Create
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebcb4]} cellSpurs: _cellSpursTasksetAttribute2Initialize(attribute_addr=0xd000f6c0, revision=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba94]} cellSpurs: cellSpursCreateTaskset2(spurs=0x20020f00, taskset=0x20027100, attr=0xd000f6c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba94]} cellSpurs: _cellSpursWorkloadAttributeInitialize(attr_addr=0x20400000, revision=1, sdkVersion=0x33, pm_addr=0x200, size=0x1e40, data=0x20027100, priorityTable_addr=0xd000f6d0, minContention=0x8, maxContention=0x1)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba94]} cellSpurs: cellSpursWorkloadAttributeSetName(attr_addr=0x20400000, nameClass_addr=0x0, nameInstance_addr=0x6c46d8)
HLE: W {PPU[0x1] Thread (main_thread)[0x004eba94]} cellSpurs: cellSpursAddWorkloadWithAttribute(spurs_addr=0x20020f00, wid_addr=0x20401000, attr_addr=0x20400000)
HLE: E {PPU[0x1] Thread (main_thread)[0x004eb994]} cellSpurs error: _cellSpursLFQueueInitialize
HLE: E {PPU[0x1] Thread (main_thread)[0x004eba14]} cellSpurs error: cellSpursLFQueueAttachLv2EventQueue
HLE: W {PPU[0x1] Thread (main_thread)[0x004ebbb4]} cellSpurs: _cellSpursTaskAttribute2Initialize(attribute_addr=0xd000f5c0, revision=0)
HLE: E {PPU[0x1] Thread (main_thread)[0x004ebd14]} cellSpurs error: cellSpursCreateTask2
G: E {PPU[0x45] Thread (AUTO_LOAD)[0x004ec1b4]} Exception: Access violation reading location 0x0
G: E {PPU[0x45] Thread (AUTO_LOAD)[0x004ec1b4]} Information: is_alive=1, m_last_syscall=0xfbd5c856 (cellSaveDataAutoLoad2)
G: W {PPU[0x45] Thread (AUTO_LOAD)[0x004ec1b4]} Registers:
=========
GPR[0] = 0x705000
GPR[1] = 0xd002f9c0
GPR[2] = 0x735ca8
GPR[3] = 0xd002f9a8
GPR[4] = 0xd002f300
GPR[5] = 0xd002f2f0
GPR[6] = 0xd002fce0
GPR[7] = 0x71cc58
GPR[8] = 0x0
GPR[9] = 0x0
GPR[10] = 0x0
GPR[11] = 0x0
GPR[12] = 0xd002fcd0
GPR[13] = 0x1f5b9d0
GPR[14] = 0x0
GPR[15] = 0x0
GPR[16] = 0x0
GPR[17] = 0x0
GPR[18] = 0x0
GPR[19] = 0x0
GPR[20] = 0x0
GPR[21] = 0x0
GPR[22] = 0x0
GPR[23] = 0x0
GPR[24] = 0x0
GPR[25] = 0x0
GPR[26] = 0x0
GPR[27] = 0x154146c
GPR[28] = 0x0
GPR[29] = 0xd002fa30
GPR[30] = 0x1541468
GPR[31] = 0xd002fc70
FPR[0] = 0
FPR[1] = 0
FPR[2] = 0
FPR[3] = 0
FPR[4] = 0
FPR[5] = 0
FPR[6] = 0
FPR[7] = 0
FPR[8] = 0
FPR[9] = 0
FPR[10] = 0
FPR[11] = 0
FPR[12] = 0
FPR[13] = 0
FPR[14] = 0
FPR[15] = 0
FPR[16] = 0
FPR[17] = 0
FPR[18] = 0
FPR[19] = 0
FPR[20] = 0
FPR[21] = 0
FPR[22] = 0
FPR[23] = 0
FPR[24] = 0
FPR[25] = 0
FPR[26] = 0
FPR[27] = 0
FPR[28] = 0
FPR[29] = 0
FPR[30] = 0
FPR[31] = 0
VPR[0] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[1] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[2] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[3] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[4] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[5] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[6] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[7] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[8] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[9] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[10] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[11] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[12] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[13] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[14] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[15] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[16] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[17] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[18] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[19] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[20] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[21] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[22] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[23] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[24] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[25] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[26] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[27] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[28] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[29] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[30] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[31] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
CR = 0x22000088
LR = 0x1995d0
CTR = 0x19a720
XER = 0x0 [CA=68719476736 | OV=0 | SO=140694538682368]
FPSCR = 0x0 [RN=0 | NI=0 | XE=0 | ZE=0 | UE=0 | OE=0 | VE=0 | VXCVI=0 | VXSQRT=0 | VXSOFT=0 | FPRF=0 | FI=0 | FR=0 | VXVC=0 | VXIMZ=0 | VXZDZ=0 | VXIDI=0 | VXISI=0 | VXSNAN=0 | XX=0 | ZX=0 | UX=0 | OX=0 | VX=0 | FEX=0 | FX=0]

HLE: W {PPU[0x1] Thread (main_thread)[0x004ec8f4]} cellGcmSys: _cellGcmInitBody(context_addr=0x16e1038, cmdSize=0x200000, ioSize=0x3400000, ioAddress=0x20400000)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ec8f4]} cellGcmSys: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[0x1] Thread (main_thread)[0x004ec8f4]} cellGcmSys: cellGcmInit(): 256MB io address space used
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[0x1] Thread (main_thread)[0x004eca94]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x20025578, attr=*0xd000f988)
HLE: ! {VBlank thread} VBlank thread aborted
HLE: W {PPU[0x4e] Thread (BP_Main)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0x43) aborted
RSX: W {RSXThread} RSX thread aborted
HLE: ! {PPU[0x2] Thread (Callback Thread)[0x00000000]} CallbackManager thread aborted
RSX: ! {RSXThread} RSX thread ended
HLE: W {PPU[0x4e] Thread (BP_Main)[0x00000000]} cellSpurs: SPURS Handler Thread 0 aborted
HLE: W {PPU[0x77] Thread (BP_System)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0x71) aborted
HLE: W {PPU[0x77] Thread (BP_System)[0x00000000]} cellSpurs: SPURS Handler Thread 0 aborted
HLE: W {PPU[0x21] Thread (_SPU_printf_server)[0x00449e28]} sys_event: sys_event_queue_receive(equeue_id=0x1f) aborted
HLE: ! All threads stopped...
MEM: ! Closing memory...
