HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00036/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00036/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: LocoRoco Cocoreccho!™
LDR: ! Serial: NPEA00036
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x462c690000, g_priv_addr = 0x472c690000
MEM: ! Memory initialized.
HLE: W {PPU[1] Thread (main_thread)[0x002f0410]} cellSysmodule: cellSysmoduleLoadModule(id=0x002a: CELL_SYSMODULE_DMUX_PAMF)
HLE: W {PPU[1] Thread (main_thread)[0x002f0730]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: W {PPU[1] Thread (main_thread)[0x002ef7f0]} cellGcmSys: _cellGcmInitBody(context_addr=0x113ef530, cmdSize=0x10000, ioSize=0x100000, ioAddress=0x20100000)
HLE: W {PPU[1] Thread (main_thread)[0x002ef7f0]} cellGcmSys: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[1] Thread (main_thread)[0x002ef7f0]} cellGcmSys: cellGcmInit(): 256MB io address space used
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[1] Thread (main_thread)[0x002f00d0]} cellResc: cellRescInit(initConfig_addr=0xd003fa70)
HLE: W {PPU[1] Thread (main_thread)[0x002f0070]} cellResc: cellRescSetDisplayMode(displayMode=4)
HLE: E {PPU[1] Thread (main_thread)[0x002f0070]} cellResc error: cellRescSetDisplayMode : CELL_RESC_ERROR_BAD_ARGUMENT
HLE: W {PPU[1] Thread (main_thread)[0x002f00f0]} cellResc: cellRescGetBufferSize(colorBuffers_addr=0xd003f9fc, vertexArray_addr=0xd003f9f4, fragmentShader_addr=0xd003fa04)
HLE: W {PPU[1] Thread (main_thread)[0x002f0150]} cellResc: cellRescSetBufferAddress(colorBuffers_addr=0xc15a0000, vertexArray_addr=0xc15a0000, fragmentShader_addr=0xc15a0400)
HLE: W {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys: cellGcmSetTile(index=0, location=0, offset=15073280, size=3801088, pitch=5120, comp=0, base=0, bank=0)
HLE: W {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys: cellGcmSetTile(index=1, location=0, offset=22675456, size=3801088, pitch=5120, comp=0, base=0, bank=0)
HLE: W {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys: cellGcmSetTile(index=2, location=0, offset=18874368, size=3801088, pitch=5120, comp=9, base=0, bank=1)
HLE: E {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys error: cellGcmSetTile: bad compression mode! (9)
HLE: E {PPU[1] Thread (main_thread)[0x002ef9d0]} cellGcmSys TODO: cellGcmSetZcull(index=0, offset=0x1200000, width=1280, height=768, cullStart=0x0, zFormat=0x2, aaFormat=0x0, zCullDir=0x1, zCullFormat=0x0, sFunc=0x1, sRef=0x80, sMask=0xff)
HLE: W {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys: cellGcmSetTile(index=3, location=0, offset=0, size=7536640, pitch=10240, comp=7, base=0, bank=2)
HLE: E {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys error: cellGcmSetTile: bad compression mode! (7)
HLE: W {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys: cellGcmSetTile(index=4, location=0, offset=7536640, size=7536640, pitch=10240, comp=9, base=0, bank=3)
HLE: E {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys error: cellGcmSetTile: bad compression mode! (9)
HLE: E {PPU[1] Thread (main_thread)[0x002ef9d0]} cellGcmSys TODO: cellGcmSetZcull(index=1, offset=0x730000, width=2560, height=768, cullStart=0x0, zFormat=0x2, aaFormat=0x3, zCullDir=0x1, zCullFormat=0x0, sFunc=0x1, sRef=0x80, sMask=0xff)
HLE: W {PPU[1] Thread (main_thread)[0x002ef9b0]} cellGcmSys: cellGcmSetTile(index=5, location=0, offset=22740992, size=8912896, pitch=8192, comp=0, base=0, bank=0)
HLE: W {PPU[1] Thread (main_thread)[0x002ef990]} cellGcmSys: cellGcmSetDefaultCommandBuffer()
HLE: W {PPU[1] Thread (main_thread)[0x0004fce4]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 17
HLE: W {PPU[1] Thread (main_thread)[0x0004fcf8]} sys_cond: *** cond created [] (mutex_id=17): id = 18
HLE: W {PPU[1] Thread (main_thread)[0x002f01b0]} cellResc: cellRescSetVBlankHandler(handler_addr=0x303440)
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x1115e080, attr_addr=0xd003fa44)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 19
HLE: ! {PPU[1] Thread (main_thread)[0x002efb70]} sys_ppu_thread: *** New PPU Thread [SwapMonitor] (joinable, entry=0x3036c0): id = 20
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x113e83a8, attr_addr=0xd003faa0)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 21
HLE: W {PPU[1] Thread (main_thread)[0x000206fc]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 22
HLE: W {PPU[1] Thread (main_thread)[0x0001d9a8]} sys_memory: sys_memory_get_user_memory_size(mem_info_addr=0xd003fb74)
HLE: W {PPU[1] Thread (main_thread)[0x002ef8d0]} cellGcmSys: cellGcmMapMainMemory(ea=0x20600000,size=0xeb00000,offset_addr=0xd003fb70)
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20600030, attr_addr=0xd003f990)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 23
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x22700100, attr_addr=0xd003f990)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 24
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x22b401d0, attr_addr=0xd003f990)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 25
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x232ef2a0, attr_addr=0xd003f990)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 26
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x233ef370, attr_addr=0xd003f990)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 27
HLE: W {PPU[1] Thread (main_thread)[0x000206fc]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 28
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x235ef440, attr_addr=0xd003f990)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 29
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x1015d1f8, attr_addr=0xd003fb80)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [random_] (attribute=0x22): sq_id = 30
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x113b3788, attr_addr=0xd003fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [garcLis] (attribute=0x22): sq_id = 31
HLE: W {PPU[1] Thread (main_thread)[0x0001333c]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 32
HLE: W {PPU[1] Thread (main_thread)[0x00013354]} sys_cond: *** cond created [] (mutex_id=32): id = 33
HLE: ! {PPU[1] Thread (main_thread)[0x002efb70]} sys_ppu_thread: *** New PPU Thread [ptnBgQueTh] (joinable, entry=0x301830): id = 34
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x1015d1c8, attr_addr=0xd003fb80)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [ptnBgQu] (attribute=0x22): sq_id = 35
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x1015d1a8, attr_addr=0xd003fb80)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [ptnBgQu] (attribute=0x22): sq_id = 36
HLE: W {PPU[1] Thread (main_thread)[0x002efcb0]} sys_net: sys_net_initialize_network_ex(param_addr=0xd003fc30)
HLE: W {PPU[1] Thread (main_thread)[0x002efed0]} cellNetCtl: cellNetCtlInit()
HLE: W {PPU[1] Thread (main_thread)[0x002f05d0]} sceNp: sceNpInit(mem_size=0x20000, mem_addr=0x1013d138)
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x113e8350, attr_addr=0xd003f650)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 37
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x113e8368, attr_addr=0xd003f650)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x22): sq_id = 38
HLE: W {PPU[1] Thread (main_thread)[0x002957cc]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 39
HLE: W {PPU[1] Thread (main_thread)[0x00295848]} sys_cond: *** cond created [] (mutex_id=39): id = 40
HLE: W {PPU[1] Thread (main_thread)[0x00295868]} sys_cond: *** cond created [] (mutex_id=39): id = 41
HLE: ! {PPU[1] Thread (main_thread)[0x002efb70]} sys_ppu_thread: *** New PPU Thread [sgsfile-req-th] (joinable, entry=0x3163d8): id = 42
HLE: E {PPU[1] Thread (main_thread)[0x00293bec]} Unknown syscall: 631 - 00000277
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20616bd0, attr_addr=0xd003f670)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 43
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20616c10, attr_addr=0xd003f670)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 44
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x113ee910, attr_addr=0xd003f510)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 45
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x206190b0, attr_addr=0xd003f500)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 46
HLE: W {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x206190f0, attr_addr=0xd003f500)
HLE: ! {PPU[1] Thread (main_thread)[0x002efbb0]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 47
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} cellSpurs: cellSpursInitialize(spurs_addr=0x113ed880, nSpus=1, spuPriority=32, ppuPriority=110, exitIfNoWork=1)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_process: sys_process_is_spu_lock_line_reservation_address(addr=0x113ed880, flags=0x2)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 48
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 49
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 50
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 51
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 52
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 53
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 54
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 55
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 56
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 57
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 58
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 59
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 60
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 61
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 62
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 63
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_create(sem_addr=0x20407000, attr_addr=0x20408000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: *** semaphore created [_spuPrv] (protocol=0x2): id = 64
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_spu: sys_spu_thread_group_create(id_addr=0x2040d000, num=1, prio=32, attr_addr=0x2040f000)
HLE: ! {PPU[1] Thread (main_thread)[0x002f0350]} sys_spu: *** SPU Thread Group created [CellSpursKernelGroup] (num=1, prio=32, type=0x0, container=0): id=65
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_spu: sys_spu_thread_initialize(thread_addr=0x20411000, group=0x41000000, spu_num=0, img_addr=0x113ee5f0, attr_addr=0x20412000, arg_addr=0x20410000)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_spu: sys_spu_thread_group_destroy(id=1090519040)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sysPrxForUser: sys_spu_image_close(img=0x113ee5f0)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=1073741824)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=805306368)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=822083584)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=838860800)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=855638016)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=872415232)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=889192448)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=905969664)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=922746880)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=939524096)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=956301312)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=973078528)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=989855744)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=1006632960)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=1023410176)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=1040187392)
HLE: W {PPU[1] Thread (main_thread)[0x002f0350]} sys_semaphore: sys_semaphore_destroy(sem_id=1056964608)
HLE: W {PPU[1] Thread (main_thread)[0x002efc70]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x206190f0)
HLE: W {PPU[1] Thread (main_thread)[0x002efc70]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x206190b0)
HLE: W {PPU[1] Thread (main_thread)[0x002efc70]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x113ee910)
HLE: W {PPU[1] Thread (main_thread)[0x002efc70]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x20616c10)
HLE: W {PPU[1] Thread (main_thread)[0x002efc70]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x20616bd0)
HLE: W {PPU[1] Thread (main_thread)[0x0001333c]} sys_mutex: *** mutex created [] (protocol=0x2, recursive=false): id = 66
HLE: W {PPU[1] Thread (main_thread)[0x00013354]} sys_cond: *** cond created [] (mutex_id=66): id = 67
HLE: ! {PPU[1] Thread (main_thread)[0x002efb70]} sys_ppu_thread: *** New PPU Thread [ptnSndTickTh] (joinable, entry=0x301830): id = 68
G: E {PPU[1] Thread (main_thread)[0x002a7fcc]} Exception: Access violation reading location 0x8
G: E {PPU[1] Thread (main_thread)[0x002a7fcc]} Information: is_alive=1, m_last_syscall=0x0 ()
G: W {PPU[1] Thread (main_thread)[0x002a7fcc]} Registers:
=========
GPR[0] = 0xd003f6ff
GPR[1] = 0xd003f680
GPR[2] = 0x320b80
GPR[3] = 0xd003f6f0
GPR[4] = 0xd003ee23
GPR[5] = 0xa
GPR[6] = 0xd003e8d0
GPR[7] = 0xd003f6f0
GPR[8] = 0x2a
GPR[9] = 0x0
GPR[10] = 0xd003f730
GPR[11] = 0x113e91a4
GPR[12] = 0x5
GPR[13] = 0x32b030
GPR[14] = 0x0
GPR[15] = 0x0
GPR[16] = 0x0
GPR[17] = 0x0
GPR[18] = 0x0
GPR[19] = 0x0
GPR[20] = 0x0
GPR[21] = 0x0
GPR[22] = 0x0
GPR[23] = 0x0
GPR[24] = 0x0
GPR[25] = 0x0
GPR[26] = 0x0
GPR[27] = 0xd003f6f0
GPR[28] = 0x10114f70
GPR[29] = 0xd003f7a0
GPR[30] = 0x0
GPR[31] = 0xd003f690
FPR[0] = 0
FPR[1] = 0
FPR[2] = 1
FPR[3] = 3.55727E-321
FPR[4] = 6.32404E-321
FPR[5] = 640
FPR[6] = -360
FPR[7] = 0
FPR[8] = 0
FPR[9] = -0.5
FPR[10] = -360
FPR[11] = 640
FPR[12] = 0.5
FPR[13] = 2
FPR[14] = 0
FPR[15] = 0
FPR[16] = 0
FPR[17] = 0
FPR[18] = 0
FPR[19] = 0
FPR[20] = 0
FPR[21] = 0
FPR[22] = 0
FPR[23] = 0
FPR[24] = 0
FPR[25] = 0
FPR[26] = 0
FPR[27] = 0
FPR[28] = 0
FPR[29] = 0
FPR[30] = 0
FPR[31] = 0
VPR[0] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[1] = 0x3b8888890000000000000000bf800000 [x: 0.00416667 y: 0 z: 0 w: -1]
VPR[2] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[3] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[4] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[5] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[6] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[7] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[8] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[9] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[10] = 0x0000000000000000000000003f800000 [x: 0 y: 0 z: 0 w: 1]
VPR[11] = 0x000000003f800000000000003f800000 [x: 0 y: 1 z: 0 w: 1]
VPR[12] = 0x00000000bbf0f0f1000000003f800000 [x: 0 y: -0.00735294 z: 0 w: 1]
VPR[13] = 0x0000000000000000b80000803f800000 [x: 0 y: 0 z: -3.0518e-005 w: 1]
VPR[14] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[15] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[16] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[17] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[18] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[19] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[20] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[21] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[22] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[23] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[24] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[25] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[26] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[27] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[28] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[29] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[30] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
VPR[31] = 0x00000000000000000000000000000000 [x: 0 y: 0 z: 0 w: 0]
CR = 0x84000044
LR = 0x2a8344
CTR = 0x1bf28
XER = 0x20000000 [CA=309237645313 | OV=0 | SO=140694538682368]
FPSCR = 0x82004000 [RN=0 | NI=0 | XE=0 | ZE=0 | UE=0 | OE=0 | VE=0 | VXCVI=0 | VXSQRT=0 | VXSOFT=0 | FPRF=4 | FI=0 | FR=0 | VXVC=0 | VXIMZ=0 | VXZDZ=0 | VXIDI=0 | VXISI=0 | VXSNAN=0 | XX=1 | ZX=0 | UX=0 | OX=0 | VX=0 | FEX=0 | FX=1]

