HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00279/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEA00279/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: ICO™ (PlayStation®Store)
LDR: ! Serial: NPEA00279
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0xf6596c0000, g_priv_addr = 0xf7596c0000
MEM: ! Memory initialized.
HLE: W {PPU[1] Thread (main_thread)[0x0030d5a0]} sys_time: sys_time_get_timezone(timezone_addr=0xd000fb20, summertime_addr=0xd000fb24)
HLE: W {PPU[1] Thread (main_thread)[0x0030d5a0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_TIMEZONE
HLE: W {PPU[1] Thread (main_thread)[0x0030d5a0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_SUMMERTIME
HLE: W {PPU[1] Thread (main_thread)[0x003be17c]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xc9b9c8, attr_addr=0xd000fb50)
HLE: ! {PPU[1] Thread (main_thread)[0x003be17c]} sys_lwmutex: *** lwmutex created [ps3HDDL] (attribute=0x12): sq_id = 25
HLE: W {PPU[1] Thread (main_thread)[0x003bd67c]} cellSysutil: cellSysutilRegisterCallback(slot=0, func_addr=0x4c8730, userdata=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0043: CELL_SYSMODULE_FIBER)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0011: CELL_SYSMODULE_AUDIO)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x000a: CELL_SYSMODULE_SPURS)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0010: CELL_SYSMODULE_GCM_SYS)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0017: CELL_SYSMODULE_IO)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0009: CELL_SYSMODULE_RTC)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0016: CELL_SYSMODULE_SYSUTIL_NP)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0xf035: CELL_SYSMODULE_SYSUTIL_NP_TROPHY)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0024: CELL_SYSMODULE_VDEC_MPEG2)
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x0031: CELL_SYSMODULE_AVCONF_EXT)
HLE: W {PPU[1] Thread (main_thread)[0x003bd7bc]} sceNp: sceNpInit(mem_size=0x20000, mem_addr=0x20000e40)
HLE: W {PPU[1] Thread (main_thread)[0x000fd7c0]} sys_memory: sys_memory_container_create(cid_addr=0x20000e30, yield_size=0x100000)
HLE: W {PPU[1] Thread (main_thread)[0x000fd7c0]} sys_memory: *** memory_container created(addr=0x20100000): id = 26
HLE: W {PPU[1] Thread (main_thread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[1] Thread (main_thread)[0x003bd95c]} cellGame: cellGameBootCheck(type_addr=0xd000f8f0, attributes_addr=0xd000f8f4, size_addr=0xd000f8f8, dirName_addr=0xd000f908)
HLE: W {PPU[1] Thread (main_thread)[0x003bd8fc]} cellGame: cellGameGetParamString(id=100, buf_addr=0xd000f908, bufsize=10)
TTY: Title Id NPEA00279\n
HLE: W {PPU[1] Thread (main_thread)[0x003bd91c]} cellGame: cellGameContentPermit(contentInfoPath_addr=0xd000f908, usrdirPath_addr=0x53fb20)
HLE: W {PPU[1] Thread (main_thread)[0x003bd4fc]} cellSysmodule: cellSysmoduleUnloadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[1] Thread (main_thread)[0x003bd5bc]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: W {PPU[1] Thread (main_thread)[0x000aaa28]} sys_event: sys_event_port_create(eport_id_addr=0xa85844, port_type=0x1, name=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x000aaa28]} sys_event: *** sys_event_port created: id = 27, name=0x10000001b
HLE: W {PPU[1] Thread (main_thread)[0x000aaa54]} sys_event: sys_event_queue_create(equeue_id_addr=0xa85848, attr_addr=0xd000f9b0, event_queue_key=0x0, size=32)
HLE: W {PPU[1] Thread (main_thread)[0x000aaa54]} sys_event: *** event_queue created [] (protocol=0x1, type=0x1, key=0x0, size=0x20): id = 28
HLE: W {PPU[1] Thread (main_thread)[0x000aaa64]} sys_event: sys_event_port_connect_local(eport_id=27, equeue_id=28)
HLE: ! {PPU[1] Thread (main_thread)[0x003be0fc]} sys_ppu_thread: *** New PPU Thread [BPETrophyInitThread] (joinable, entry=0x4c6d58): id = 29
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd51c]} cellSysmodule: cellSysmoduleLoadModule(id=0xf035: CELL_SYSMODULE_SYSUTIL_NP_TROPHY)
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd8dc]} sceNpTrophy: sceNpTrophyCreateContext(context_addr=0xa85858, commID_addr=0x3c1ea0, commSign_addr=0x3c1eac, options=0x0)
HLE: W {PPU[1] Thread (main_thread)[0x000fba94]} sys_spu: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
HLE: W {PPU[1] Thread (main_thread)[0x003be2bc]} sys_ppu_thread: sys_ppu_thread_once(once_ctrl_addr=0xcc5d2c, init_addr=0x4d66f0)
HLE: W {PPU[1] Thread (main_thread)[0x003be17c]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xcc58f8, attr_addr=0xd000f6e0)
HLE: ! {PPU[1] Thread (main_thread)[0x003be17c]} sys_lwmutex: *** lwmutex created [_lc_spf] (attribute=0x22): sq_id = 30
HLE: W {PPU[1] Thread (main_thread)[0x003167d0]} sys_event: sys_event_queue_create(equeue_id_addr=0xcc5914, attr_addr=0xd000f760, event_queue_key=0x0, size=127)
HLE: W {PPU[1] Thread (main_thread)[0x003167d0]} sys_event: *** event_queue created [_lc_spf] (protocol=0x2, type=0x1, key=0x0, size=0x7f): id = 31
HLE: W {PPU[1] Thread (main_thread)[0x003167f4]} sys_event: sys_event_port_create(eport_id_addr=0xcc5918, port_type=0x1, name=0xffffffff0000dead)
HLE: W {PPU[1] Thread (main_thread)[0x003167f4]} sys_event: *** sys_event_port created: id = 32, name=0xffffffff0000dead
HLE: W {PPU[1] Thread (main_thread)[0x00316810]} sys_event: sys_event_port_connect_local(eport_id=32, equeue_id=31)
HLE: ! {PPU[1] Thread (main_thread)[0x003be0fc]} sys_ppu_thread: *** New PPU Thread [_SPU_printf_server] (joinable, entry=0x4d66e8): id = 33
HLE: W {PPU[1] Thread (main_thread)[0x003be1dc]} sysPrxForUser: _sys_spu_printf_initialize(agcb_addr=0x4d66d0, dgcb_addr=0x4d66c8, atcb_addr=0x4d66c0, dtcb_addr=0x4d66b8)
HLE: W {PPU[1] Thread (main_thread)[0x003bd37c]} cellSpurs: _cellSpursAttributeInitialize(attr_addr=0xd000f830, revision=2, sdkVersion=0x330000, nSpus=5, spuPriority=251, ppuPriority=999, exitIfNoWork=0)
HLE: W {PPU[1] Thread (main_thread)[0x003bd3dc]} cellSpurs: cellSpursAttributeSetSpuThreadGroupType(attr_addr=0xd000f830, type=24)
HLE: W {PPU[1] Thread (main_thread)[0x003bd15c]} cellSpurs: cellSpursAttributeSetNamePrefix(attr_addr=0xd000f830, prefix_addr=0xd000f820, size=8)
HLE: W {PPU[1] Thread (main_thread)[0x003bd17c]} cellSpurs: cellSpursAttributeEnableSpuPrintfIfAvailable(attr_addr=0xd000f830)
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} cellSpurs: cellSpursInitializeWithAttribute(spurs_addr=0x20030f00, attr_addr=0xd000f830)
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_process: sys_process_is_spu_lock_line_reservation_address(addr=0x20030f00, flags=0x2)
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 34
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 35
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 36
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 37
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 38
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 39
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 40
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 41
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 42
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 43
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 44
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 45
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 46
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 47
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 48
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuWkl] (protocol=0x2): id = 49
HLE: W {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x003bd3fc]} sys_semaphore: *** semaphore created [_spuPrv] (protocol=0x2): id = 50
HLE: E {PPU[29] Thread (BPETrophyInitThread)[0x003bd7fc]} sceNpTrophy TODO: sceNpTrophyCreateHandle(handle_addr=0xa8585c)
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd81c]} sceNpTrophy: sceNpTrophyGetRequiredDiskSpace(context=1, handle=0, reqspace_addr=0xa85838, options=0x0)
HLE: ! {PPU[29] Thread (BPETrophyInitThread)[0x003be0fc]} sys_ppu_thread: *** New PPU Thread [AUTO_LOAD] (detached, entry=0x4c6ad8): id = 51
HLE: W {PPU[51] Thread (AUTO_LOAD)[0x003bd71c]} cellSysutil: cellSaveDataAutoLoad2(version=0, dirName_addr=0xa79bd4, errDialog=0, setBuf_addr=0xd002cda0, funcStat_addr=0x4c6af0, funcFile_addr=0x4c6a98, container=4294967295, userdata_addr=0xa79bb8)
HLE: E {PPU[51] Thread (AUTO_LOAD)[0x003bd71c]} cellSysutil error: cellSaveDataAutoLoad2: Couldn't find save entry (BCES01097_ICO)
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} sceNpTrophy: sceNpTrophyRegisterContext(context=1, handle=0, statusCb_addr=0x4c6d20, arg_addr=0x0, options=0x0)
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROPCONF.SFM')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/ICON0.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/ICON0_00.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP000.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP001.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP002.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP003.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP004.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP005.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP006.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP007.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP008.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP009.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP010.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP011.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP012.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP013.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP014.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROP015.PNG')
HLE: W {PPU[29] Thread (BPETrophyInitThread)[0x003bd7dc]} vfsLocalFile::Create('D:/Emulateurs/Rpcs3/dev_hdd0/home/00000001/trophy/NPWR01504_00/TROPUSR.DAT')
