HLE: ! path: /dev_hdd0/game/
HLE: W No pause.bin found, Auto Pause will not work.
HLE: W No pause.bin found, Auto Pause will not work.
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00223/USRDIR/BOOT.BIN'...
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00223/../
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: Ricochet HD
LDR: ! Serial: NPEB00223
LDR: !  
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x6a27040000, g_priv_addr = 0x6b27040000
MEM: ! Memory initialized.
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1d6d8, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 3
HLE: W {PPU[1] Thread (main_thread)[0x00711904]} sys_memory: sys_memory_get_user_memory_size(mem_info_addr=0xd000fc04)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1d4e0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 4
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1cc68, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 5
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1cc90, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 6
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1ccb8, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 7
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1cba0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 8
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1cbc8, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 9
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1cbf0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 10
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1cc18, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 11
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1cc40, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 12
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1f128, attr_addr=0xbecf24)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lgcmtx] (attribute=0x12): sq_id = 13
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1f0e8, attr_addr=0xbecf34)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lgcmtx] (attribute=0x22): sq_id = 14
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1ddb8, attr_addr=0xd000fbf0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 15
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xe1dd98, attr_addr=0xd000fbf0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 16
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000c10, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 17
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000c90, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 18
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000d20, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 19
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000d80, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 20
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000dc0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 21
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000e00, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 22
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000ec0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 23
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000ef0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 24
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000f20, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 25
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000f50, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 26
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000f80, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 27
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20000fb0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 28
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xdfca48, attr_addr=0xd000fbf0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 29
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xde11d0, attr_addr=0xd000fbf0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 30
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xde0068, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 31
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xde0050, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 32
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xddf4f8, attr_addr=0xd000fac0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 33
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xddf510, attr_addr=0xd000fac0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 34
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xddf528, attr_addr=0xd000fac0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 35
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xddf540, attr_addr=0xd000fac0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 36
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xddf558, attr_addr=0xd000fac0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 37
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xddf570, attr_addr=0xd000fac0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 38
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xddf588, attr_addr=0xd000fac0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 39
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0000: CELL_SYSMODULE_NET)
HLE: W {PPU[1] Thread (main_thread)[0x00ac03a4]} cellNetCtl: cellNetCtlInit()
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0038: CELL_SYSMODULE_SYSUTIL_NP2)
HLE: W {PPU[1] Thread (main_thread)[0x00abef04]} sceNp: sceNp2Init(mem_size=0x40000, mem_addr=0x20001084)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200410c8, attr_addr=0xd000f550)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 40
HLE: W {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: sys_semaphore_create(sem_addr=0x200410e0, attr_addr=0xd000f560, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 41
HLE: W {PPU[1] Thread (main_thread)[0x007520bc]} sys_semaphore: sys_semaphore_create(sem_addr=0x200410e4, attr_addr=0xd000f6d8, initial_count=0, max_count=128)
HLE: ! {PPU[1] Thread (main_thread)[0x007520bc]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 42
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200410e8, attr_addr=0xd000f6c8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 43
HLE: E {PPU[1] Thread (main_thread)[0x00abeca4]} sceNp error: sceNpBasicRegisterHandler
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0ae4]} sys_ppu_thread: *** New PPU Thread [np::basic::Manager] (detached, entry=0xbc2dc8): id = 44
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xcbe910, attr_addr=0xd000fbf0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 45
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcd48, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 46
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcd60, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 47
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcd78, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 48
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcd90, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 49
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcda8, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 50
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcf28, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 51
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcf40, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 52
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcf58, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 53
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcf70, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 54
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfcf88, attr_addr=0xd000fbb0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 55
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xbfc1d0, attr_addr=0xd000fbc8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 56
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0016: CELL_SYSMODULE_SYSUTIL_NP)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0044: CELL_SYSMODULE_SYSUTIL_NP_COMMERCE2)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0xf035: CELL_SYSMODULE_SYSUTIL_NP_TROPHY)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x001e: CELL_SYSMODULE_L10N)
HLE: W {PPU[1] Thread (main_thread)[0x003b5e9c]} sys_spu: sys_spu_initialize(max_usable_spu=6, max_raw_spu=1)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[1] Thread (main_thread)[0x00abf604]} cellSysmodule: cellSysmoduleLoadModule(id=0x0016: CELL_SYSMODULE_SYSUTIL_NP)
HLE: W {PPU[1] Thread (main_thread)[0x00abf5c4]} cellGame: cellGameBootCheck(type_addr=0xbfb488, attributes_addr=0xbfb48c, size_addr=0xbfb490, dirName_addr=0xbfb4a0)
HLE: W {PPU[1] Thread (main_thread)[0x00abf584]} cellGame: cellGameContentPermit(contentInfoPath_addr=0xbfb8a0, usrdirPath_addr=0xbfbca0)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200e41e8, attr_addr=0xd000f8f0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 57
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200e4238, attr_addr=0xd000f830)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 58
HLE: W {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: sys_semaphore_create(sem_addr=0x200e4250, attr_addr=0xd000f840, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 59
HLE: W {PPU[1] Thread (main_thread)[0x006811dc]} sys_semaphore: sys_semaphore_create(sem_addr=0x200e4358, attr_addr=0xd000f9a8, initial_count=0, max_count=16)
HLE: ! {PPU[1] Thread (main_thread)[0x006811dc]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 60
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0ae4]} sys_ppu_thread: *** New PPU Thread [fs-as-path] (detached, entry=0xbc2dc8): id = 61
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200e4668, attr_addr=0xd000f8f0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 62
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200e46b8, attr_addr=0xd000f830)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 63
HLE: W {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: sys_semaphore_create(sem_addr=0x200e46d0, attr_addr=0xd000f840, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 64
HLE: W {PPU[1] Thread (main_thread)[0x006811dc]} sys_semaphore: sys_semaphore_create(sem_addr=0x200e47d8, attr_addr=0xd000f9a8, initial_count=0, max_count=16)
HLE: ! {PPU[1] Thread (main_thread)[0x006811dc]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 65
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0ae4]} sys_ppu_thread: *** New PPU Thread [fs-as-path] (detached, entry=0xbc2dc8): id = 66
HLE: W {PPU[1] Thread (main_thread)[0x00abf724]} cellSysutil: cellSysutilRegisterCallback(slot=0, func_addr=0xbaaa40, userdata=0x0)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0004]} sys_fs: cellFsOpen(): '/dev_hdd0/game/NPEB00223/USRDIR/CONTENT/SAVEGAME/ICON0.PNG' opened, id -> 0x43
HLE: W {PPU[1] Thread (main_thread)[0x00ac0144]} sys_fs: cellFsFstat(fd=0x43, sb=0xd000f310)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x200e4800, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 68
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0004]} sys_fs: cellFsOpen(): '/dev_hdd0/game/NPEB00223/USRDIR/CONTENT/SAVEGAME/PIC1.PNG' opened, id -> 0x45
HLE: W {PPU[1] Thread (main_thread)[0x00ac0144]} sys_fs: cellFsFstat(fd=0x45, sb=0xd000f310)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x20106ca0, attr_addr=0xad6db8)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [_lc_mtx] (attribute=0x12): sq_id = 70
HLE: W {PPU[61] Thread (fs-as-path)[0x0070c110]} sys_fs: cellFsClose(fd=0x43)
HLE: W {PPU[61] Thread (fs-as-path)[0x00ac0ca4]} sys_lwmutex: sys_lwmutex_destroy(lwmutex_addr=0x200e4800)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0xcbe9b8, attr_addr=0xd000f764)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 71
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201e2568, attr_addr=0xd000f610)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 72
HLE: W {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: sys_semaphore_create(sem_addr=0x201e2580, attr_addr=0xd000f620, initial_count=0, max_count=1)
HLE: ! {PPU[1] Thread (main_thread)[0x006b0e98]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 73
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201e2598, attr_addr=0xd000f788)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 74
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201e25b0, attr_addr=0xd000f788)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 75
HLE: W {PPU[1] Thread (main_thread)[0x007507ac]} sys_semaphore: sys_semaphore_create(sem_addr=0x201e25d4, attr_addr=0xd000f798, initial_count=0, max_count=4)
HLE: ! {PPU[1] Thread (main_thread)[0x007507ac]} sys_semaphore: *** semaphore created [] (protocol=0x2): id = 76
HLE: W {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: sys_lwmutex_create(lwmutex_addr=0x201e3f10, attr_addr=0xd000f788)
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0b44]} sys_lwmutex: *** lwmutex created [] (attribute=0x12): sq_id = 77
HLE: ! {PPU[1] Thread (main_thread)[0x00ac0ae4]} sys_ppu_thread: *** New PPU Thread [saveLoadThread] (detached, entry=0xbc2dc8): id = 78
HLE: E {PPU[1] Thread (main_thread)[0x00abeda4]} sceNp error: sceNpManagerGetOnlineName
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} cellSpurs: cellSpursInitialize(spurs_addr=0xbfe380, nSpus=3, spuPriority=250, ppuPriority=1000, exitIfNoWork=0)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_process: sys_process_is_spu_lock_line_reservation_address(addr=0xbfe380, flags=0x2)
HLE: W {PPU[1] Thread (main_thread)[0x00ac0284]} sys_semaphore: sys_semaphore_create(sem_addr=0x20200000, attr_addr=0x20201000, initial_count=0, max_count=1)
