HLE: ! path: /dev_hdd0/game/
LDR: E PSFLoader::Load() failed: unknown magic (0x0)
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00927-[VANQUISH]/PS3_GAME/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00927-[VANQUISH]/PS3_GAME/dev_bdvd.path', 0x1) failed: error 0x2
LDR: !  
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_bdvd/ -> D:/Emulateurs/Rpcs3/dev_hdd0/game/BLES00927-[VANQUISH]/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: !  
LDR: ! Title: VANQUISH
LDR: ! Serial: BLES00927
LDR: ! Elf path: /dev_bdvd/PS3_GAME/USRDIR/BOOT.BIN
LDR: ! loader::init() failed: Broken file
MEM: ! Initializing memory: g_base_addr = 0x5d85e80000, g_priv_addr = 0x5e85e80000
MEM: ! Memory initialized.
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x169e250, attr=*0xd001fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1686930, attr=*0xd001fb60)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc7f0]} cellSysutil: cellSysutilRegisterCallback(slot=0, func_addr=0x1533808, userdata=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x0073e1a0]} sys_spu: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x000e: CELL_SYSMODULE_FS)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x0009: CELL_SYSMODULE_RTC)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x0017: CELL_SYSMODULE_IO)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x000d: CELL_SYSMODULE_SYNC)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x000a: CELL_SYSMODULE_SPURS)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x0050: CELL_SYSMODULE_SPURS_JQ)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x001e: CELL_SYSMODULE_L10N)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x0043: CELL_SYSMODULE_FIBER)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x003e: CELL_SYSMODULE_SYSUTIL_GAME)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc950]} cellSysmodule: cellSysmoduleLoadModule(id=0x0016: CELL_SYSMODULE_SYSUTIL_NP)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd670]} cellSysmodule: cellSysmoduleIsLoaded(id=0x0043: CELL_SYSMODULE_FIBER)
HLE: E {PPU[0x1] Thread (main_thread)[0x012ccd30]} cellFiber error: _cellFiberPpuInitialize
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd470]} sceNp: sceNpInit(mem_size=0x20000, mem_addr=0x17379d8)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc4f0]} cellGcmSys: _cellGcmInitBody(context_addr=0x1d52fdc, cmdSize=0x200000, ioSize=0xf900000, ioAddress=0x20100000)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc4f0]} cellGcmSys: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc4f0]} cellGcmSys: cellGcmInit(): 256MB io address space used
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc6f0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_ENTER_BUTTON_ASSIGN
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc6f0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_PAD_RUMBLE
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc6f0]} cellSysutil: cellSysutilGetSystemParamInt: CELL_SYSUTIL_SYSTEMPARAM_ID_LANG
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1615dc8, attr=*0xd001fa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17edde8, attr=*0xd001fa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736e08, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736d38, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736e70, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736ed8, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736f40, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736fa8, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1737148, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1737010, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736da0, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1737078, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17370e0, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736b98, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17364c8, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x20700488, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736628, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x216804b8, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736788, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17367f0, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736858, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17368c0, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736928, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736990, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736a60, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17369f8, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736b30, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736ac8, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736c68, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736cd0, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736520, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2686fa88, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736c00, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x16aa168, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2784fb58, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736680, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x298cfb88, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17366d8, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x298e8bb8, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1736730, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x29901be8, attr=*0x1359250)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x17371b0, attr=*0xd001fa50)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd270]} cellGame: cellGameBootCheck(type=*0xd001f994, attributes=*0xd001f998, size=*0xd001f99c, dirName=*0xd001f9e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd1f0]} cellGame: cellGameContentPermit(contentInfoPath=*0xd001f9e0, usrdirPath=*0xd001fa60)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd1f0]} cellGame: cellGameContentPermit(): path_set=1, contentInfo='/dev_bdvd/PS3_GAME', usrdir='/dev_bdvd/PS3_GAME/USRDIR'
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd230]} cellGame: cellGameDataCheck(type=3, dirName=*0x1336404, size=*0xd001f99c)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd230]} cellGame: cellGameDataCheck(): '/dev_hdd0/game/BLES00927' directory not found
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd1f0]} cellGame: cellGameContentPermit(contentInfoPath=*0xd001f9e0, usrdirPath=*0xd001fa60)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd1f0]} cellGame: cellGameContentPermit(): path_set=1, contentInfo='', usrdir=''
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd230]} cellGame: cellGameDataCheck(type=3, dirName=*0x133641c, size=*0xd001f99c)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd230]} cellGame: cellGameDataCheck(): '/dev_hdd0/game/BLES00927-VANQUISH' directory not found
HLE: E {PPU[0x1] Thread (main_thread)[0x012cd250]} cellGame error: cellGameGetSizeKB
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd1f0]} cellGame: cellGameContentPermit(contentInfoPath=*0xd001f9e0, usrdirPath=*0xd001fa60)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cd1f0]} cellGame: cellGameContentPermit(): path_set=1, contentInfo='', usrdir=''
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc390]} cellFs: cellFsOpendir(path=*0xd001f7e8, fd=*0xd001f6e0) -> sys_fs_opendir()
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc390]} sys_fs: sys_fs_opendir(path=*0xd001f7e8, fd=*0xd001f6e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc390]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/'
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: sys_fs_stat(path=*0xd001f8f0, sb=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/data000.cpk'
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: sys_fs_stat(path=*0xd001f8f0, sb=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/data001.cpk'
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: sys_fs_stat(path=*0xd001f8f0, sb=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/data002.cpk'
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: sys_fs_stat(path=*0xd001f8f0, sb=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/shader.sdat'
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: sys_fs_stat(path=*0xd001f8f0, sb=*0xd001f5c0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00be5198]} sys_fs: *** path = '/dev_bdvd/PS3_GAME/USRDIR/data/shader2.sdat'
HLE: W {PPU[0x1] Thread (main_thread)[0x012cc3d0]} sys_fs: sys_fs_readdir(fd=0x40, dir=*0xd001f6e4, nread=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d62840, attr=*0xd001fa40)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d63a40, attr=*0xd001f780)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87b80]} sys_mutex: sys_mutex_create(mutex_id=*0x1d63abc, attr=*0xd001f7f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87bb4]} sys_cond: sys_cond_create(cond_id=*0x1d63ab8, mutex_id=0x43, attr=*0xd001f7e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1d63b48, entry=0x1574c60, arg=0x1d63b38, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1d63b48, param=*0xd001f708, arg=0x1d63b38, unk=0x0, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x45)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d63b98, attr=*0xd001f780)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87b80]} sys_mutex: sys_mutex_create(mutex_id=*0x1d63c14, attr=*0xd001f7f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87bb4]} sys_cond: sys_cond_create(cond_id=*0x1d63c10, mutex_id=0x47, attr=*0xd001f7e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1d63ca0, entry=0x1574c60, arg=0x1d63c90, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1d63ca0, param=*0xd001f708, arg=0x1d63c90, unk=0x0, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x49)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d63cf0, attr=*0xd001f780)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87b80]} sys_mutex: sys_mutex_create(mutex_id=*0x1d63d6c, attr=*0xd001f7f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87bb4]} sys_cond: sys_cond_create(cond_id=*0x1d63d68, mutex_id=0x4b, attr=*0xd001f7e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1d63df8, entry=0x1574c60, arg=0x1d63de8, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1d63df8, param=*0xd001f708, arg=0x1d63de8, unk=0x0, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x4d)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d63e48, attr=*0xd001f780)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87b80]} sys_mutex: sys_mutex_create(mutex_id=*0x1d63ec4, attr=*0xd001f7f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87bb4]} sys_cond: sys_cond_create(cond_id=*0x1d63ec0, mutex_id=0x4f, attr=*0xd001f7e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1d63f50, entry=0x1574c60, arg=0x1d63f40, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1d63f50, param=*0xd001f708, arg=0x1d63f40, unk=0x0, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x51)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d63fa0, attr=*0xd001f780)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87b80]} sys_mutex: sys_mutex_create(mutex_id=*0x1d6401c, attr=*0xd001f7f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87bb4]} sys_cond: sys_cond_create(cond_id=*0x1d64018, mutex_id=0x53, attr=*0xd001f7e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1d640a8, entry=0x1574c60, arg=0x1d64098, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1d640a8, param=*0xd001f708, arg=0x1d64098, unk=0x0, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x55)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d63880, attr=*0xd001f7a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87b80]} sys_mutex: sys_mutex_create(mutex_id=*0x1d638fc, attr=*0xd001f818)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87bb4]} sys_cond: sys_cond_create(cond_id=*0x1d638f8, mutex_id=0x57, attr=*0xd001f800)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1d63980, entry=0x1574c60, arg=0x1d63970, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x1d63980, param=*0xd001f728, arg=0x1d63970, unk=0x0, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x59)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x20700ad8, attr=*0xd001f890)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x207023c8, attr=*0xd001f850)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x207134b8, attr=*0xd001f850)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2072c128, attr=*0xd001f860)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2072c708, attr=*0xd001f860)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d635e0, attr=*0xd001f8f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d63628, attr=*0xd001f8f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d63670, attr=*0xd001f8f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1d636b8, attr=*0xd001f8f0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x207396a8, attr=*0xd001f880)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2073ba28, attr=*0xd001f870)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2073d868, attr=*0xd001f8b0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87b80]} sys_mutex: sys_mutex_create(mutex_id=*0x2073d8b4, attr=*0xd001f898)
HLE: W {PPU[0x1] Thread (main_thread)[0x00b87bb4]} sys_cond: sys_cond_create(cond_id=*0x2073d8b0, mutex_id=0x66, attr=*0xd001f880)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x2073d938, entry=0x1574c60, arg=0x2073d928, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0x2073d938, param=*0xd001f7a8, arg=0x2073d928, unk=0x0, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1367118)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x68)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x2073d9a8, attr=*0xd001f820)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdc50]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1dbf1b0, attr=*0xd001f8e0)
HLE: W {PPU[0x1] Thread (main_thread)[0x012cdbf0]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0x1dbf240, entry=0x1574c60, arg=0x1dbf230, prio=800, stacksize=0x8000, flags=0x1, threadname=*0x1358d30)
