LDR: E PSFLoader::Load() failed: unknown magic (0x0)
G: ! RPCS3 v0.0.0.5-2554-gdfeedf2
G: ! 
G: ! Stopping emulator...
LDR: ! Loading 'D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00036/USRDIR/BOOT.BIN'...
G: W fs::file::open('D:/Emulateurs/Rpcs3/dev_hdd0/game/NPEB00036/dev_bdvd.path', 0x1) failed: error 0x2
LDR: ! 
LDR: ! Mount info:
LDR: ! /dev_usb000/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! /dev_flash/ -> D:/Emulateurs/Rpcs3/dev_flash/
LDR: ! /host_root/ -> 
LDR: ! /dev_hdd0/ -> D:/Emulateurs/Rpcs3/dev_hdd0/
LDR: ! /dev_hdd1/ -> D:/Emulateurs/Rpcs3/dev_hdd1/
LDR: ! /dev_usb/ -> D:/Emulateurs/Rpcs3/dev_usb000/
LDR: ! 
LDR: ! Settings:
LDR: ! CPU: PPU Interpreter 2
LDR: ! SPU: SPU Recompiler (ASMJIT)
LDR: ! Renderer: DirectX 12
LDR: ! D3D Adapter: Default
LDR: ! Resolution: 1280x720
LDR: ! Write Depth Buffer: No
LDR: ! Write Color Buffers: No
LDR: ! Read Color Buffer: No
LDR: ! Audio Out: XAudio2
LDR: ! Log Everything: No
LDR: ! RSX Logging: No
LDR: ! 
LDR: ! Title: Super Street Fighter 2 Turbo HD
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9b9f4]} cellGcmSys: *** local memory(addr=0xc0000000, size=0xf900000)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9b9f4]} cellGcmSys: cellGcmInit(): 256MB io address space used
RSX: ! {RSXThread} RSX thread started
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9d0d4]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1a7c688, attr=*0xd001f8f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f92594]} sys_semaphore: sys_semaphore_create(sem_id=*0x1a7c6a0, attr=*0xd001f908, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f925ac]} sys_semaphore: sys_semaphore_create(sem_id=*0x1a7c6a4, attr=*0xd001f908, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9d094]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0xd001f8f0, entry=0x1261a50, arg=0x0, prio=256, stacksize=0x2000, flags=0x0, threadname=*0x1228ed0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9d094]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0xd001f8f0, param=*0xd001f878, arg=0x0, unk=0x0, prio=256, stacksize=0x2000, flags=0x0, threadname=*0x1228ed0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9d094]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x12)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f87f38]} sys_semaphore: sys_semaphore_create(sem_id=*0x1a7c668, attr=*0xd001f920, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9ba94]} cellGcmSys: cellGcmSetFlipHandler(handler=*0x1261a48)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bc74]} cellSysutil: cellVideoOutGetDeviceInfo(videoOut=0, deviceIndex=0, info=*0xd001f748)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9be14]} cellSysutil: cellVideoOutGetResolutionAvailability(videoOut=0, resolutionId=0x1, aspect=0, option=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00028194]} sys_memory: sys_memory_allocate(size=0x500000, flags=0x400, alloc_addr=*0xd001f740)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f92b70]} sys_semaphore: sys_semaphore_create(sem_id=*0x1a7c6d4, attr=*0xd001f940, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f92d40]} sys_semaphore: sys_semaphore_create(sem_id=*0x1a7c6e4, attr=*0xd001f940, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9d0d4]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x1a7e980, attr=*0xd001f8f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f931dc]} sys_semaphore: sys_semaphore_create(sem_id=*0x1a7e998, attr=*0xd001f908, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f931f4]} sys_semaphore: sys_semaphore_create(sem_id=*0x1a7e99c, attr=*0xd001f908, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9d094]} sysPrxForUser: sys_ppu_thread_create(thread_id=*0xd001f8f0, entry=0x1261a58, arg=0x0, prio=256, stacksize=0x1000, flags=0x0, threadname=*0x1228ef8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9d094]} sys_ppu_thread: _sys_ppu_thread_create(thread_id=*0xd001f8f0, param=*0xd001f878, arg=0x0, unk=0x0, prio=256, stacksize=0x1000, flags=0x0, threadname=*0x1228ef8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9d094]} sys_ppu_thread: sys_ppu_thread_start(thread_id=0x19)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f93878]} sys_spu: sys_spu_initialize(max_usable_spu=6, max_raw_spu=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cef4]} cellSpurs: _cellSpursAttributeInitialize(attr=*0xd001f740, revision=2, sdkVersion=0x240001, nSpus=3, spuPriority=250, ppuPriority=128, exitIfNoWork=0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cdd4]} cellSpurs: cellSpursAttributeSetNamePrefix(attr=*0xd001f740, prefix=*0x1228f08, size=2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} cellSpurs: cellSpursInitializeWithAttribute(spurs=*0x20018380, attr=*0xd001f740)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_process: sys_process_is_spu_lock_line_reservation_address(addr=0x20018380, flags=0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_semaphore: sys_semaphore_create(sem_id=*0xd001f6c8, attr=*0xd001f6a8, initial_val=0, max_val=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: sys_spu_thread_group_create(id=*0xd001f688, num=3, prio=250, attr=*0xd001f5f8)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: sys_spu_thread_initialize(thread=*0xd001f5d0, group=0x2b, spu_num=0, img=*0x200190f0, attr=*0xd001f5c0, arg=*0xd001f5d8)
HLE: E {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: sys_spu_thread_initialize(thread=*0xd001f5d0, group=0x2b, spu_num=1, img=*0x200190f0, attr=*0xd001f5c0, arg=*0xd001f5d8)
HLE: E {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: sys_spu_thread_initialize(thread=*0xd001f5d0, group=0x2b, spu_num=2, img=*0x200190f0, attr=*0xd001f5c0, arg=*0xd001f5d8)
HLE: E {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: Unsupported SPU Thread options (0x2)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sysPrxForUser: sys_lwmutex_create(lwmutex=*0x20019130, attr=*0xd001f690)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sysPrxForUser: sys_lwcond_create(lwcond=*0x20019148, lwmutex=*0x20019130, attr=*0xd001f6a0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_event: sys_event_queue_create(equeue_id=*0x200190dc, attr=*0xd001f528, event_queue_key=0x0, size=42)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: sys_spu_thread_group_connect_event_all_threads(id=0x2b, eq=0x31, req=0xffffffffffff0000, spup=*0x20018449)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_event: sys_event_port_create(eport_id=*0x200190e0, port_type=1, name=0x0)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_event: sys_event_port_connect_local(eport_id=0x32, equeue_id=0x31)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} cellSpurs: cellSpursEnableExceptionEventHandler(spurs=*0x20018380, flag=1)
HLE: W {PPU[0x34] Thread (CrSpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_start(id=0x2b)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9cf94]} sys_spu: sys_spu_thread_group_connect_event(id=0x2b, eq=0x31, et=2)
SPU: S {PPU[0x34] Thread (CrSpursHdlr0)[0x00000000]} SPU Database initialized...
SPU: S {PPU[0x34] Thread (CrSpursHdlr0)[0x00000000]} SPU Recompiler (ASMJIT) created...
HLE: W {PPU[0x34] Thread (CrSpursHdlr0)[0x00000000]} sys_spu: sys_spu_thread_group_join(id=0x2b, cause=*0x0, status=*0x0)
SPU: S {SPU[0x2c] Thread (CrCellSpursKernel0)[0x00818]} Function detected [0x00818-0x00820] (size=0x8)
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bb14]} cellGcmSys: cellGcmSetTile(index=0, location=0, offset=65536, size=8912896, pitch=8192, comp=0, base=0, bank=0)
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bb14]} cellGcmSys: cellGcmSetTile(index=1, location=0, offset=8978432, size=8912896, pitch=8192, comp=0, base=0, bank=0)
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bb14]} cellGcmSys: cellGcmSetTile(index=3, location=0, offset=17891328, size=8912896, pitch=8192, comp=0, base=0, bank=3)
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bb14]} cellGcmSys: cellGcmSetTile(index=4, location=0, offset=26804224, size=8912896, pitch=8192, comp=0, base=0, bank=2)
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bb14]} cellGcmSys: cellGcmSetTile(index=5, location=0, offset=35717120, size=2359296, pitch=4096, comp=0, base=0, bank=1)
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bb14]} cellGcmSys: cellGcmSetTile(index=6, location=0, offset=38076416, size=655360, pitch=2048, comp=0, base=0, bank=2)
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bb14]} cellGcmSys: cellGcmSetTile(index=7, location=0, offset=38731776, size=196608, pitch=1024, comp=0, base=0, bank=1)
HLE: W {PPU[0x1] Thread (main_thread)[0x00f9bbd4]} cellSysutil: cellVideoOutConfigure(videoOut=0, config=*0xd001f8e0, option=*0x0, waitForEvent=0)
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce14]} cellSpurs: cellSpursCreateJobChainWithAttribute
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9d034]} cellSpurs: cellSpursRunJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf74]} cellSpurs: cellSpursJoinJobChain
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9ce34]} cellSpurs: _cellSpursJobChainAttributeInitialize
HLE: E {PPU[0x19] Thread (crTaskQueue)[0x00f9cf34]} cellSpurs: cellSpursJobChainAttributeSetName
